,Epitope IRI,Object Type,Description,Epitope Modified Residue(s),Epitope Modification(s),Starting Position,Ending Position,Non-peptidic epitope IRI,Epitope Synonyms,Antigen Name,Antigen IRI,Parent Protein,Parent Protein IRI,Organism Name,Organism IRI,Parent Organism,Parent Organism IRI,Epitope Comments,Epitope Relationship,Object Type.1,Description.1,Starting Position.1,Ending Position.1,Non-peptidic object IRI,Synonyms,Antigen Name.1,Antigen IRI.1,Parent Protein.1,Parent Protein IRI.1,Organism Name.1,Organism IRI.1,Parent Organism.1,Parent Organism IRI.1,link_url_41
510,149178,Non-peptidic,beta-D-Galf-(1->3)-alpha-D-Manp-OMe,,,,,http://purl.obolibrary.org/obo/CHEBI_62359,"methyl beta-D-galactopyranosyl-(1->3)-alpha-D-mannopyranoside, methyl 3-O-beta-D-galactofuranosyl-beta-D-mannopyranoside",,,,,Trypanosoma cruzi,http://purl.obolibrary.org/obo/NCBITaxon_5693,Trypanosoma cruzi,http://purl.obolibrary.org/obo/NCBITaxon_5693,,,,,,,,,,,,,,,,,G06564PZ 
511,149179,Non-peptidic,alpha-L-Fucp-(1->2)-beta-D-Galp-(1->4)-beta-D-GlcpNAc6S,,,,,http://purl.obolibrary.org/obo/CHEBI_62342,"6-deoxy-alpha-L-galactopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-6-O-sulfo-beta-D-glucopyranose, 6-deoxy-alpha-L-galactosyl-(1->2)-beta-D-galactosyl-(1->4)-2-acetamido-2-deoxy-6-O-sulfo-beta-D-glucose, alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc6S, alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->4)-N-acetyl-6-O-sulfo-beta-D-glucosamine, Fuca1-2Galb1-4(6S)GlcNAcb, Fucalpha1-2Galbeta1-4(6S)GlcNAcbeta, WURCS=2.0/3,3,2/[a2122h-1b_1-5_2*NCC/3=O_6*OSO/3=O/3=O][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3/a4-b1_b2-c1",gastric mucin,http://www.ncbi.nlm.nih.gov/protein/AAC48525.1,,,Sus scrofa,http://purl.obolibrary.org/obo/NCBITaxon_9823,Sus scrofa,http://purl.obolibrary.org/obo/NCBITaxon_9823,,,,,,,,,,,,,,,,,G80141XN 
512,149180,Non-peptidic,dCpdG,,,,,http://purl.obolibrary.org/obo/CHEBI_62487,"2'-deoxycytidylyl-(3'->5')-2'-deoxyguanosine, 2'-deoxycytidylyl-(3'-5')-2'-deoxyguanosine, Deoxycytidylyl-(3'-5')-deoxyguanosine, Deoxycytosine phosphate deoxyguanosine",,,,,,,,,,,,,,,,,,,,,,,,,G39753DK 
513,149549,Non-peptidic,N-acetyl-alpha-D-mannosamine,,,,,http://purl.obolibrary.org/obo/CHEBI_41112,"2-acetamido-2-deoxy-alpha-D-mannopyranose, 2-(ACETYLAMINO)-2-DEOXY-ALPHA-D-MANNOPYRANOSE, 2-acetamido-2-deoxy-alpha-D-mannose, 2-acetylamino-alpha-D-2-deoxy-mannopyranose, alpha-D-ManAc, alpha-D-ManpAc, alpha-ManAc, WURCS=2.0/1,1,0/[a1122h-1a_1-5_2*NCC/3=O]/1/",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Neisseria meningitidis serogroup A,http://purl.obolibrary.org/obo/NCBITaxon_65699,Neisseria meningitidis,http://purl.obolibrary.org/obo/NCBITaxon_487,,,,,,,,,,,,,,,,,G74060NY 
514,149550,Non-peptidic,N-acetyl-alpha-D-mannosamine 6-phosphate,,,,,http://purl.obolibrary.org/obo/CHEBI_62165,"2-acetamido-2-deoxy-alpha-D-mannopyranose 6-(dihydrogen phosphate), 2-(acetylamino)-2-deoxy-6-O-phosphono-alpha-D-mannopyranose, 2-acetamido-2-deoxy-6-O-phosphono-alpha-D-mannopyranose, 2-acetamido-2-deoxy-6-O-phosphono-alpha-D-mannose",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Neisseria meningitidis serogroup A,http://purl.obolibrary.org/obo/NCBITaxon_65699,Neisseria meningitidis,http://purl.obolibrary.org/obo/NCBITaxon_487,,,,,,,,,,,,,,,,,G90644MP 
515,149551,Non-peptidic,alpha-D-ManpAc-(1-P-6)-alpha-D-ManpAc,,,,,http://purl.obolibrary.org/obo/CHEBI_62171,"alpha-D-ManAc-(1-P-6)-alpha-D-ManAc, N-acetyl-alpha-D-mannosaminyl-(1-P-6)-N-acetyl-alpha-D-mannosamine",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Neisseria meningitidis serogroup A,http://purl.obolibrary.org/obo/NCBITaxon_65699,Neisseria meningitidis,http://purl.obolibrary.org/obo/NCBITaxon_487,,,,,,,,,,,,,,,,,G90007BL 
516,149552,Non-peptidic,alpha-D-ManpNAc-(1-P-6)-alpha-D-ManpNAc-(1-P-6)-alpha-D-ManpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_62174,"alpha-D-ManNAc-(1-P-6)-alpha-D-ManNAc-(1-P-6)-alpha-D-ManNAc, N-acetyl-alpha-D-mannosaminyl-(1-P-6)-N-acetyl-alpha-D-mannosaminyl-(1-P-6)-N-acetyl-alpha-D-mannosamine",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Neisseria meningitidis serogroup A,http://purl.obolibrary.org/obo/NCBITaxon_65699,Neisseria meningitidis,http://purl.obolibrary.org/obo/NCBITaxon_487,,,,,,,,,,,,,,,,,G48939HO 
517,149553,Non-peptidic,beta-D-Glcp-(1->3)-beta-D-GlcpA-(1->4)-beta-D-Glcp,,,,,http://purl.obolibrary.org/obo/CHEBI_62114,"beta-D-glucopyranosyl-(1->3)-beta-D-glucopyranuronosyl-(1->4)-beta-D-glucopyranose, (Glc)2 (GlcA)1, beta-D-Glc-(1->3)-beta-D-GlcA-(1->4)-beta-D-Glc, beta-D-glucosyl-(1->3)-beta-D-glucuronosyl-(1->4)-beta-D-glucose",polysaccharide,http://purl.obolibrary.org/obo/CHEBI_18154,,,Streptococcus pneumoniae type 3,https://ontology.iedb.org/ontology/ONTIE_0001592,Streptococcus pneumoniae,http://purl.obolibrary.org/obo/NCBITaxon_1313,,,,,,,,,,,,,,,,,G41106KQ 
518,149554,Non-peptidic,alpha-L-Fucp-(1->2)-beta-D-Galp-(1->3)-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_62259,"alpha-L-fucopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->3)-2-acetamido-2-deoxy-D-glucopyranose, (Gal)1 (GlcNAc)1 (LFuc)1, 6-deoxy-alpha-L-galactopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->3)-2-acetamido-2-deoxy-D-glucopyranose, alpha-L-Fuc-(1->2)-beta-D-Gal-(1->3)-D-GlcNAc, alpha-L-fucopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->3)-2-(acetylamino)-2-deoxy-D-glucopyranose, alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->3)-N-acetyl-D-glucosamine, Anti H type 1 trisaccharide, Fucalpha(1-2)Galbeta(1-3)GlcNAc, Fucalpha1-2Galbeta1-3GlcNAc, Lewis H-1 antigen, WURCS=2.0/3,3,2/[a2122h-1x_1-5_2*NCC/3=O][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3/a3-b1_b2-c1, Lewis H-1, Blood group Le-d epitope",,,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G88393MK 
519,149555,Non-peptidic,alpha-L-Fucp-(1->2)-beta-D-Galp-(1->4)-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_62263,"alpha-L-fucopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-D-glucopyranose, (Gal)1 (GlcNAc)1 (LFuc)1, 2'-fucosyllactose, 6-deoxy-alpha-L-galactopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-D-glucopyranose, alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-D-GlcNAc, alpha-L-fucopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-D-glucopyranose, alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->4)-N-acetyl-D-glucosamine, Anti H type 2 trisaccharide, Fucalpha(1-2)Galbeta(1-4)GlcNAc, Fucalpha1-2Galbeta1-4GlcNAc, Lewis H-2 antigen, WURCS=2.0/3,3,2/[a2122h-1x_1-5_2*NCC/3=O][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3/a4-b1_b2-c1, Lewis H-2",,,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G39064VB 
520,149556,Non-peptidic,beta-D-Galp-(1->3)-[alpha-L-Fucp-(1->4)]-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_62265,"alpha-L-fucopyranosyl-(1->4)-[beta-D-galactopyranosyl-(1->3)]-2-acetamido-2-deoxy-D-glucopyranose, (Gal)1 (GlcNAc)1 (LFuc)1, 6-deoxy-alpha-L-galactopyranosyl-(1->4)-[beta-D-galactopyranosyl-(1->3)]-2-acetamido-2-deoxy-D-glucopyranose, alpha-L-Fuc-(1->4)-[beta-D-Gal-(1->3)]-D-GlcNAc, alpha-L-fucosyl-(1->4)-[beta-D-galactosyl-(1->3)]-N-acetyl-D-glucosamine, alpha-L-Fucp-(1->4)-[beta-D-Galp-(1->3)]-D-GlcpNAc, beta-D-Gal-(1->3)-[alpha-L-Fuc-(1->4)]-D-GlcNAc, beta-D-galactosyl-(1->3)-[alpha-L-fucosyl-(1->4)]-N-acetyl-D-glucosamine, Galb1-3(Fuca1-4)GlcNAc, Galbeta1-3(Fucalpha1-4)GlcNAc, Galbeta1-3[Fucalpha1-4]GlcNAc, Le(a), Lewis a antigen, Lewis a trisaccharide, WURCS=2.0/3,3,2/[a2122h-1x_1-5_2*NCC/3=O][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3/a3-b1_a4-c1",,,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G00047MO 
521,149557,Non-peptidic,alpha-L-Fucp-(1->3)-[beta-D-Galp-(1->4)]-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_62287,"alpha-L-fucopyranosyl-(1->3)-[beta-D-galactopyranosyl-(1->4)]-2-acetamido-2-deoxy-D-glucopyranose, (Gal)1 (GlcNAc)1 (LFuc)1, 3-FL, 3-Fucosyllactosamine, 6-deoxy-alpha-L-galactopyranosyl-(1->3)-[beta-D-galactopyranosyl-(1->4)]-2-acetamido-2-deoxy-D-glucopyranose, alpha-L-Fuc-(1->3)-[beta-D-Gal-(1->4)]-D-GlcNAc, alpha-L-fucopyranosyl-(1->3)-[beta-D-galactopyranosyl-(1->4)]-2-(acetylamino)-2-deoxy-D-glucopyranose, alpha-L-fucosyl-(1->3)-[beta-D-galactosyl-(1->4)]-N-acetyl-D-glucosamine, alpha-L-Fucp-(1->3)-[beta-D-Galp-(1->4)]-D-GlcpNAc, beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-D-GlcNAc, beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-D-glucosamine, Galbeta1-4(Fucalpha1-3)GlcNAc, Lewis x antigen, Lewis(x), Le(x), Tetraantennary neutral lactosaminoglycan, WURCS=2.0/3,3,2/[a2122h-1x_1-5_2*NCC/3=O][a1221m-1a_1-5][a2112h-1b_1-5]/1-2-3/a3-b1_a4-c1, SSEA-1",,,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G01187XC 
522,149558,Non-peptidic,alpha-D-Galp-(1->3)-beta-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_62330,"alpha-D-galactopyranosyl-(1->3)-beta-D-galactopyranose, 3-O-alpha-D-galactopyranosyl-beta-D-galactopyranose, alpha-D-Gal-(1->3)-beta-D-Gal, alpha-D-galactosyl-(1->3)-beta-D-galactose, alphaGal(1->3)betaGal, alphaGal1-3betaGal, Gala1-3Galb, Galalpha1-3Galbeta, WURCS=2.0/2,2,1/[a2112h-1b_1-5][a2112h-1a_1-5]/1-2/a3-b1, alphaGal(1&rarr;3)&szlig;Gal-R, B-Disaccharide-R",,,,,,,,,,,,,,,,,,,,,,,,,G24432YB 
523,149560,Non-peptidic,methyl beta-D-glucopyranoside,,,,,http://purl.obolibrary.org/obo/CHEBI_320055,"methyl beta-D-glucopyranoside, 1-O-Methyl-beta-D-glucopyranoside, beta-d-Methylglucopyranoside, Beta-methyl-d-glucoside, beta-Methylglucoside, Methyl beta-d-glucoside, Methyl hexopyranoside, Me-&szlig;-Glc",,,,,Sus scrofa,http://purl.obolibrary.org/obo/NCBITaxon_9823,Sus scrofa,http://purl.obolibrary.org/obo/NCBITaxon_9823,,,,,,,,,,,,,,,,,G71142DF 
524,149561,Non-peptidic,alpha-L-Fucp-(1->2)-beta-D-Galp-(1->4)-[alpha-L-Fucp-(1->3)]-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_62507,"alpha-L-fucopyranosyl-(1->3)-[alpha-L-fucopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)]-2-acetamido-2-deoxy-D-glucopyranose, (Gal)1 (GlcNAc)1 (LFuc)2, 6-deoxy-alpha-L-galactopyranosyl-(1->3)-[6-deoxy-alpha-L-galactopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)]-2-acetamido-2-deoxy-D-glucopyranose, alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-D-GlcNAc, alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-D-glucosamine, Fucalpha1-2Galbeta1-4(Fucalpha1-3)GlcNAc, Lewis Y, Lewis y antigen, Lewis y tetrasaccharide, Le(y), Le(y) tetrasaccharide, WURCS=2.0/3,4,3/[a2122h-1x_1-5_2*NCC/3=O][a1221m-1a_1-5][a2112h-1b_1-5]/1-2-3-2/a3-b1_a4-c1_c2-d1, C14",glycoprotein,http://purl.obolibrary.org/obo/CHEBI_17089,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G49963IQ 
525,149562,Non-peptidic,alpha-L-Fucp-(1->2)-[alpha-D-GalpNAc-(1->3)]-beta-D-Galp-(1->3)-beta-D-GlcpNAc-(1->3)-beta-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_62534,"2-acetamido-2-deoxy-alpha-D-galactopyranosyl-(1->3)-[alpha-L-fucopyranosyl-(1->2)]-beta-D-galactopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranose, 2-acetamido-2-deoxy-alpha-D-galactopyranosyl-(1->3)-[6-deoxy-alpha-L-galactopyranosyl-(1->2)]-beta-D-galactopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranose, ALe(d), alpha-L-Fuc-(1->2)-[alpha-D-GalNAc-(1->3)]-beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-beta-D-Gal, alpha-L-fucosyl-(1->2)-[N-acetyl-alpha-D-galactosaminyl-(1->3)]-beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galctose, Fucalpha1->2(GalNAcalpha1->3)Galbeta1->3GlcNAcbeta1->3D-Galbeta, ALed",glycolipid,http://purl.obolibrary.org/obo/CHEBI_33563,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G59682AL 
526,149563,Non-peptidic,alpha-L-Fucp-(1->2)-[alpha-D-GalpNAc-(1->3)]-beta-D-Galp-(1->3)-[alpha-L-Fucp-(1->4)]-beta-D-GlcpNAc-(1->3)-beta-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_62536,"2-acetamido-2-deoxy-alpha-D-galactopyranosyl-(1->3)-[alpha-L-fucopyranosyl-(1->2)]-beta-D-galactopyranosyl-(1->3)-[alpha-L-fucopyranosyl-(1->4)]-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranose, 2-acetamido-2-deoxy-alpha-D-galactopyranosyl-(1->3)-[6-deoxy-alpha-L-galactopyranosyl-(1->2)]-beta-D-galactopyranosyl-(1->3)-[6-deoxy-alpha-L-galactopyranosyl-(1->4)]-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranose, ALe(b), alpha-L-Fuc-(1->2)-[alpha-D-GalNAc-(1->3)]-beta-D-Gal-(1->3)-[alpha-L-Fuc-(1->4)]-beta-D-GlcNAc-(1->3)-beta-D-Gal, alpha-L-fucosyl-(1->2)-[N-acetyl-alpha-D-galactosaminyl-(1->3)]-beta-D-galactosyl-(1->3)-[alpha-L-fucosyl-(1->4)]-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactose, Fucalpha1->2(GalNAcalpha1->3)Galbeta1->3(Fucalpha1->4)GlcNAcbeta1->3D-Galbeta, WURCS=2.0/4,6,5/[a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5][a2112h-1a_1-5_2*NCC/3=O]/1-2-1-3-4-3/a3-b1_b3-c1_b4-f1_c2-d1_c3-e1, ALeb",glycolipid,http://purl.obolibrary.org/obo/CHEBI_33563,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G88544LM 
527,149564,Non-peptidic,alpha-L-Fucp-(1->2)-[alpha-D-GalpNAc-(1->3)]-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-beta-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_62538,"2-acetamido-2-deoxy-alpha-D-galactopyranosyl-(1->3)-[alpha-L-fucopyranosyl-(1->2)]-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranose, 2-acetamido-2-deoxy-alpha-D-galactopyranosyl-(1->3)-[6-deoxy-alpha-L-galactopyranosyl-(1->2)]-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranose, alpha-L-Fuc-(1->2)-[alpha-D-GalNAc-(1->3)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal, alpha-L-fucosyl-(1->2)-[N-acetyl-alpha-D-galactosaminyl-(1->3)]-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galctose, Fucalpha1->2(GalNAcalpha1->3)Galbeta1->4GlcNAcbeta1->3D-Galbeta",glycolipid,http://purl.obolibrary.org/obo/CHEBI_33563,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G18076SX 
528,149565,Non-peptidic,alpha-L-Fucp-(1->2)-[alpha-D-GalpNAc-(1->3)]-beta-D-Galp-(1->4)-[alpha-L-Fucp-(1->3)]-beta-D-GlcpNAc-(1->3)-beta-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_62539,"2-acetamido-2-deoxy-alpha-D-galactopyranosyl-(1->3)-[alpha-L-fucopyranosyl-(1->2)]-beta-D-galactopyranosyl-(1->4)-[alpha-L-fucopyranosyl-(1->3)]-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranose, 2-acetamido-2-deoxy-alpha-D-galactopyranosyl-(1->3)-[6-deoxy-alpha-L-galactopyranosyl-(1->2)]-beta-D-galactopyranosyl-(1->4)-[6-deoxy-alpha-L-galactopyranosyl-(1->3)]-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranose, ALe(y), alpha-L-Fuc-(1->2)-[alpha-D-GalNAc-(1->3)]-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal, alpha-L-fucosyl-(1->2)-[N-acetyl-alpha-D-galactosaminyl-(1->3)]-beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactose, Fucalpha1->2(GalNAcalpha1->3)Galbeta1->4(Fucalpha1->3)GlcNAcbeta1->3D-Galbeta, A Ley",glycolipid,http://purl.obolibrary.org/obo/CHEBI_33563,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G03032GA 
529,149566,Non-peptidic,alpha-D-GalpNAc-(1->3)-[alpha-L-Fucp-(1->2)]-beta-D-Galp-(1->3)-alpha-D-GalpNAc-(1->3)-[alpha-L-Fucp-(1->2)]-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-beta-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_62599,"2-acetamido-2-deoxy-alpha-D-galactopyranosyl-(1->3)-[alpha-L-fucopyranosyl-(1->2)]-beta-D-galactopyranosyl-(1->3)-2-acetamido-2-deoxy-alpha-D-galactopyranosyl-(1->3)-[alpha-L-fucopyranosyl-(1->2)]-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranose, 2-acetamido-2-deoxy-alpha-D-galactopyranosyl-(1->3)-[6-deoxy-alpha-L-galactopyranosyl-(1->2)]-beta-D-galactopyranosyl-(1->3)-2-acetamido-2-deoxy-alpha-D-galactopyranosyl-(1->3)-[6-deoxy-alpha-L-galactopyranosyl-(1->2)]-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranose, alpha-D-GalNAc-(1->3)-[alpha-L-Fuc-(1->2)]-beta-D-Gal-(1->3)-alpha-D-GalNAc-(1->3)-[alpha-L-Fuc-(1->2)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal, alpha-GalNAc-(1->3)-[alpha-Fuc-(1->2)]-beta-Gal-(1->3)-alpha-GalNAc-(1->3)-[alpha-Fuc-(1->2)]-beta-Gal-(1->4)-beta-GlcNAc-(1->3)-beta-Gal, N-acetyl-alpha-D-galactosaminyl-(1->3)-[alpha-L-fucosyl-(1->2)]-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-(1->3)-[alpha-L-fucosyl-(1->2)]-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactose",glycolipid,http://purl.obolibrary.org/obo/CHEBI_33563,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G15291TI 
530,149567,Non-peptidic,beta-D-Galp-(1->3)-[alpha-L-Fucp-(1->4)]-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-[alpha-L-Fucp-(1->3)]-D-Glcp,,,,,http://purl.obolibrary.org/obo/CHEBI_62520,"alpha-L-fucopyranosyl-(1->3)-[6-deoxy-alpha-L-fucopyranosyl-(1->4)-[beta-D-galactopyranosyl-(1->3)]-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)]-D-glucopyranose, (Gal)2 (Glc)1 (GlcNAc)1 (LFuc)2, 6-deoxy-alpha-L-galactopyranosyl-(1->3)-[6-deoxy-alpha-L-galactopyranosyl-(1->4)-[beta-D-galactopyranosyl-(1->3)]-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)]-D-glucopyranose, alpha-L-Fuc-(1->3)-[6-deoxy-alpha-L-Fuc-(1->4)-[beta-D-Gal-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)]-D-Glc, alpha-L-fucosyl-(1->3)-[6-deoxy-alpha-L-fucosyl-(1->4)-[beta-D-galactosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)]-D-glucose, alpha-L-Fucp-(1->3)-[6-deoxy-alpha-L-Fucp-(1->4)-[beta-D-Galp-(1->3)]-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)]-D-Glcp, beta-D-Gal-(1->3)-[alpha-L-Fuc-(1->4)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-D-Glc, beta-D-galactosyl-(1->3)-[alpha-L-fucosyl-(1->4)]-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-D-glucose, Lacto-N-difucohexaose II, LDFH-II, LND-II, LNDFH II, WURCS=2.0/4,6,5/[a2122h-1x_1-5][a1221m-1a_1-5][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O]/1-2-3-4-3-2/a3-b1_a4-c1_c3-d1_d3-e1_d4-f1, LNDFH II ",glycoprotein,http://purl.obolibrary.org/obo/CHEBI_17089,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G70115XG 
531,149568,Non-peptidic,alpha-D-GalpNAc-(1->3)-beta-D-Galp-(1->3)-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_62516,"2-acetamido-2-deoxy-alpha-D-galactopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->3)-2-acetamido-2-deoxy-D-glucopyranose, (Gal)1 (GalNAc)1 (GlcNAc)1, alpha-D-GalNAc-(1->3)-beta-D-Gal-(1->3)-D-GlcNAc, GalNAc(alpha1->3)Gal-(beta1->3)GlcNAc, N-acetyl-alpha-D-galactosaminyl-(1->3)-beta-D-galactosyl-(1->3)-N-acetyl-D-glucosamine, WURCS=2.0/3,3,2/[a2122h-1x_1-5_2*NCC/3=O][a2112h-1b_1-5][a2112h-1a_1-5_2*NCC/3=O]/1-2-3/a3-b1_b3-c1, A blood group Type 1",glycoprotein,http://purl.obolibrary.org/obo/CHEBI_17089,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,,,,,,,,,,,,,,,,,G39896WY 
